,Prediction
608,779.2920061055684
609,877.8765326957754
610,969.6613365950801
611,922.1539435798742
612,908.5930849603532
613,828.3528120975864
614,642.8904876492909
615,470.83833807983336
616,334.36508142725415
617,209.83436224500366
618,144.36464016096568
619,81.45217523550161
620,37.53545455427892
621,33.89597118545312
622,33.66806568037971
623,34.41144222200289
624,42.28275064745549
625,42.278979930517565
626,50.856926971825004
627,93.08499780542394
628,154.3820112318763
629,201.68393605069468
630,252.3987237799511
631,312.15839569285697
632,322.2842479682134
633,352.04013532364996
634,452.44855376663435
635,382.1375958002924
636,351.0326422114186
637,387.39206983662496
638,332.97358359015266
639,281.1196681573319
640,183.86765937986243
641,110.57629099308079
642,76.79065267678104
643,45.26888250722953
644,35.19132233459218
645,24.692956856062445
646,24.909238302657236
647,26.107379005058938
648,26.58371638540047
649,27.07487826551128
650,33.01072202551814
651,52.242578030883195
652,73.14558362191539
653,86.01003961541329
654,132.05809679860639
655,186.59986749496005
656,214.60851449710077
657,202.2978282024972
658,229.6879016925832
659,246.10069740333066
660,247.8850578766914
661,300.48017726854874
662,299.5545402719224
663,252.3466876145951
664,165.9338599920346
665,108.09098083571946
666,81.66128872981008
667,45.36421207863593
668,31.094991127184134
669,29.812150519862207
670,28.30602824020427
671,28.677875102995593
672,58.840826355807735
673,58.936867270156434
674,76.65903201187602
675,115.45765198611785
676,147.31598439924
677,230.52343846969015
678,344.4025557309502
679,502.60394512701174
680,584.479356674381
681,654.887597771332
682,743.8172584303308
683,691.5878456546877
684,677.1350214617462
685,655.3521925757137
686,489.76458969299483
687,345.74611577078866
688,234.72937542497522
689,145.41562240934383
690,134.49025739218493
691,93.87597118612835
692,64.4596549316083
693,58.95549569262743
694,50.945110154111816
695,49.46393308391326
696,54.025728832660235
697,53.79070214893776
698,60.630944919140376
699,75.35618792604079
700,125.59016567877755
701,149.4601867152138
702,180.56489746629973
703,264.1366068733848
704,358.0576008250032
705,508.8265858177958
706,594.7600232845108
707,647.4505153333998
708,678.3108431298696
709,530.9162277946828
710,414.4419628443217
711,295.38039843351936
712,177.45855562100036
713,143.18505922431157
714,100.7767862474112
715,64.85156224181594
716,38.60617962554391
717,34.13928162327852
718,34.448856136101675
719,32.36692963286406
