iter	Passed	Remaining
956	7766	348
957	7774	340
958	7781	332
959	7788	324
960	7795	316
961	7802	308
962	7809	300
963	7816	291
964	7823	283
965	7830	275
966	7837	267
967	7844	259
968	7851	251
969	7858	243
970	7866	234
971	7873	226
972	7880	218
973	7886	210
974	7893	202
975	7900	194
976	7909	186
977	7964	179
978	7972	171
979	7982	162
980	7993	154
981	8002	146
982	8009	138
983	8016	130
984	8024	122
985	8031	114
986	8039	105
987	8046	97
988	8053	89
989	8060	81
990	8068	73
991	8075	65
992	8082	56
993	8089	48
994	8097	40
995	8107	32
996	8115	24
997	8123	16
998	8132	8
999	8140	0
